fecha,ubicacion,departamento,cultivo,latitud,longitud,altitud_m,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS2M,pH_suelo,humedad_suelo_pct
2024-04-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.94,31.39,16.93,79.3,40.31,18.96,2.21,6.05,44.89
2024-04-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.32,30.46,18.0,80.04,6.39,15.96,1.6,6.61,26.27
2024-04-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.47,31.36,19.33,72.54,3.48,19.89,1.84,6.09,32.58
2024-04-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.0,29.94,18.85,78.15,15.57,16.21,1.52,6.21,40.66
2024-04-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.86,28.46,19.58,75.79,7.18,17.89,2.2,6.06,35.64
2024-04-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.5,31.1,17.95,89.41,7.06,16.57,1.36,7.16,21.13
2024-04-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.11,29.33,18.77,82.78,8.71,19.54,1.23,6.74,21.3
2024-04-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.98,29.88,16.97,76.17,0.0,19.12,2.19,6.45,25.88
2024-04-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.69,30.46,17.97,87.83,13.22,16.39,1.48,6.83,35.3
2024-04-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.87,29.2,18.0,78.44,2.22,20.13,1.53,7.03,30.72
2024-04-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.67,29.17,18.65,73.25,6.93,14.89,1.58,6.29,41.29
2024-04-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.75,28.09,17.86,74.0,0.0,16.56,2.54,6.68,27.83
2024-04-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.41,32.39,17.77,80.17,13.65,18.12,1.48,6.54,32.08
2024-04-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.85,28.03,21.58,78.97,0.0,17.58,1.71,6.26,30.31
2024-04-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.81,28.53,21.01,72.1,4.49,12.76,1.73,6.56,34.38
2024-04-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.29,29.56,19.08,72.71,0.57,16.74,1.75,6.4,33.16
2024-04-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.08,32.71,16.99,74.06,0.0,18.22,1.17,6.86,29.17
2024-04-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.41,30.33,15.98,83.58,8.64,18.65,1.68,5.9,30.81
2024-04-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.09,30.84,19.2,75.07,0.0,17.39,,6.72,19.35
2024-05-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.02,28.24,19.32,72.58,0.0,18.58,2.03,6.36,21.35
2024-05-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.17,30.33,19.01,78.27,0.0,12.95,1.89,6.59,14.95
2024-05-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.44,30.23,17.15,69.06,11.77,16.34,2.52,6.71,25.46
2024-05-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.36,32.32,17.74,75.33,9.78,17.67,1.54,6.82,24.56
2024-05-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.11,29.0,20.04,77.13,32.85,16.16,1.64,6.78,33.08
2024-05-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.36,29.73,18.81,80.73,0.52,16.15,1.08,6.35,35.89
2024-05-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.37,30.88,16.86,79.5,0.0,15.28,2.23,6.34,29.53
2024-05-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.62,29.36,19.2,82.63,0.0,13.89,1.59,6.39,
2024-05-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.48,30.43,17.48,83.75,6.71,15.81,2.19,6.16,31.94
2024-05-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.1,30.82,17.61,79.95,0.0,17.37,1.43,7.16,30.6
2024-05-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.84,29.88,18.58,82.18,0.0,17.9,1.74,6.49,38.59
2024-05-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,26.05,30.09,19.66,84.0,0.0,18.18,1.87,6.34,34.74
2024-05-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.16,29.03,18.84,76.23,0.0,15.45,1.99,6.56,39.16
2024-05-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.73,28.98,17.05,79.09,3.79,14.88,2.18,6.06,27.01
2024-05-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.71,27.65,18.12,79.04,2.18,17.29,1.97,5.9,25.41
2024-05-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.97,29.44,18.3,79.9,2.86,15.7,0.96,6.16,32.42
2024-05-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.05,29.13,19.23,,8.41,18.27,2.35,6.15,29.31
2024-05-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.44,28.57,18.56,74.86,6.36,15.57,1.57,6.03,22.58
2024-05-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.29,29.5,18.88,78.09,0.0,17.47,1.34,6.32,28.72
2024-05-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.27,30.43,20.22,,13.78,15.45,1.33,6.27,29.15
2024-05-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.58,29.76,18.21,79.78,8.06,17.35,2.0,6.43,40.98
2024-05-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.18,27.9,18.59,82.56,5.83,16.5,1.52,6.13,27.16
2024-05-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.86,31.23,18.24,72.55,16.4,13.33,1.52,6.71,34.97
2024-05-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,21.8,28.84,18.36,86.86,27.87,17.29,1.85,6.17,38.95
2024-05-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.4,28.99,17.28,71.16,0.0,19.71,1.27,6.19,25.74
2024-05-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.19,29.0,18.95,84.01,1.59,17.78,2.28,6.74,34.55
2024-05-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.36,28.17,18.97,75.7,10.52,19.01,1.02,6.44,34.55
2024-05-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.53,29.86,19.66,83.96,17.25,21.19,0.99,6.41,28.59
2024-05-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.38,29.9,17.08,82.41,22.66,17.4,0.88,6.65,43.25
2024-05-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.41,31.91,19.39,77.61,0.0,18.15,1.65,6.04,36.31
2024-05-31,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.89,29.08,18.89,75.48,12.31,16.04,0.88,6.55,35.9
2024-06-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.17,30.36,19.41,80.71,0.0,16.71,1.68,6.57,30.66
2024-06-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.97,30.19,17.86,70.08,0.0,13.42,2.15,6.04,31.8
2024-06-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.33,29.84,18.16,84.6,0.0,16.53,2.26,6.32,28.42
2024-06-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.07,29.94,15.93,74.54,1.68,13.67,1.54,6.23,33.83
2024-06-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.22,28.58,16.81,81.71,0.0,18.26,1.92,6.26,26.22
2024-06-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.66,30.42,19.73,72.06,0.0,15.32,1.55,6.4,24.87
2024-06-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.23,28.6,16.9,89.59,0.0,15.95,1.37,5.99,25.86
2024-06-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.81,29.52,17.28,74.32,11.19,14.42,2.29,6.82,35.64
2024-06-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.55,28.84,18.71,77.64,7.58,21.19,1.79,6.14,27.63
2024-06-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.93,28.91,18.75,79.5,0.0,16.78,2.65,6.03,26.78
2024-06-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.11,29.68,19.73,74.81,0.0,19.96,1.81,6.09,29.73
2024-06-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,21.88,30.41,18.58,70.21,0.0,18.44,2.38,6.3,24.18
2024-06-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.17,29.05,17.51,82.11,0.0,17.73,2.21,6.68,24.62
2024-06-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.46,27.37,17.98,80.66,0.0,16.19,1.96,6.0,29.31
2024-06-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,21.8,27.94,17.12,73.27,6.76,16.93,1.71,6.34,33.01
2024-06-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.83,28.45,17.97,62.21,0.0,15.67,1.38,5.98,29.86
2024-06-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.31,29.39,18.57,73.07,0.0,16.47,1.19,5.77,33.64
2024-06-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.54,29.34,16.84,80.55,0.0,16.29,1.51,6.48,33.63
2024-06-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.91,28.44,19.09,71.57,4.03,19.19,1.45,6.6,27.65
2024-06-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.2,29.71,16.62,75.65,0.0,18.5,1.22,6.45,32.63
2024-06-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.26,30.17,19.01,77.05,0.0,14.21,0.99,6.25,21.6
2024-06-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.54,30.42,17.28,85.42,0.0,11.74,1.5,6.0,33.34
2024-06-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.64,28.2,20.56,75.01,0.0,21.65,2.17,6.33,22.33
2024-06-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.24,31.84,17.58,80.68,0.0,17.21,1.25,6.52,
2024-06-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,21.29,28.86,17.51,74.33,3.79,14.81,2.23,6.84,30.12
2024-06-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.2,30.78,19.0,69.92,11.5,17.22,1.91,,24.54
2024-06-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.39,30.73,19.49,75.19,0.0,18.45,1.41,6.58,26.31
2024-06-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.78,31.24,18.44,72.79,1.41,20.01,1.9,6.45,23.65
2024-06-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.36,30.95,17.86,,0.0,16.93,2.57,5.98,31.65
2024-06-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.68,30.69,18.56,69.68,0.0,19.84,1.91,7.05,31.48
2024-07-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.59,32.13,17.16,80.4,0.0,18.83,2.37,6.21,35.65
2024-07-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.56,30.47,17.62,80.35,0.0,15.44,1.77,6.38,27.69
2024-07-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.7,30.14,17.31,75.41,0.0,18.27,2.58,6.7,26.26
2024-07-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.35,33.18,18.49,76.27,0.0,18.82,2.3,6.45,29.28
2024-07-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.37,29.37,16.1,72.56,0.0,19.88,2.07,6.14,30.14
2024-07-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.14,29.03,19.09,66.94,0.0,20.95,2.32,6.49,18.09
2024-07-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.62,30.15,15.72,74.13,0.0,20.27,1.89,6.25,37.56
2024-07-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.54,30.79,18.12,75.09,0.0,19.69,1.82,,24.03
2024-07-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.29,28.77,17.15,66.28,0.0,16.71,2.51,6.39,29.18
2024-07-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.39,29.83,17.45,68.45,0.0,20.27,2.0,6.5,33.52
2024-07-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.98,30.84,16.35,74.26,0.0,16.08,2.33,6.42,23.57
2024-07-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.56,29.85,17.06,75.07,0.0,19.52,2.57,6.73,35.95
2024-07-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.31,28.4,18.21,70.99,0.0,16.61,1.73,6.49,37.27
2024-07-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.51,31.14,17.9,53.28,0.0,23.78,2.05,6.03,26.41
2024-07-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.89,30.84,18.11,72.69,1.9,18.6,2.58,6.72,23.86
2024-07-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.57,28.63,17.44,74.11,0.0,17.89,2.13,6.22,23.76
2024-07-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.54,31.4,17.81,69.16,0.0,19.5,2.54,6.06,
2024-07-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.93,30.64,16.84,72.4,0.0,16.07,2.8,6.61,22.84
2024-07-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.22,30.61,16.7,75.63,0.0,20.65,1.76,6.68,25.0
2024-07-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.31,28.67,18.72,70.23,0.0,19.11,1.99,6.93,24.85
2024-07-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.38,31.79,15.81,77.07,2.27,18.98,2.22,6.89,23.02
2024-07-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.69,30.53,16.68,77.06,0.0,17.87,2.55,6.08,27.63
2024-07-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.8,28.91,17.25,81.15,0.0,21.58,2.1,6.26,36.72
2024-07-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.67,28.86,17.74,76.15,5.53,17.48,1.63,6.56,37.28
2024-07-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.18,31.87,16.93,81.38,0.0,17.71,2.13,6.86,28.3
2024-07-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.14,30.24,17.58,71.71,0.0,18.45,2.04,6.49,20.0
2024-07-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.44,30.61,19.23,70.83,0.0,17.87,2.66,6.4,33.35
2024-07-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.6,29.54,17.21,69.8,0.0,17.48,1.69,6.39,21.31
2024-07-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.61,30.13,18.87,72.31,0.0,18.78,1.6,6.1,24.49
2024-07-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.73,30.32,15.94,68.62,0.0,17.93,2.03,6.06,28.87
2024-07-31,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.17,30.27,17.31,75.94,0.0,21.44,2.57,6.16,23.67
2024-08-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.41,31.25,19.57,74.54,0.0,17.17,2.46,5.95,25.15
2024-08-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.96,30.69,18.08,73.7,0.0,14.57,2.08,6.3,26.35
2024-08-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.26,29.63,19.01,77.04,0.0,17.99,2.3,6.3,34.15
2024-08-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,26.01,31.27,19.38,64.5,0.0,18.75,2.17,5.82,30.73
2024-08-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.61,29.33,16.93,77.72,0.0,17.98,1.84,6.63,28.52
2024-08-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.19,27.79,18.95,73.77,0.0,19.05,2.29,6.67,31.87
2024-08-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.75,32.99,17.64,80.3,0.0,19.38,1.7,5.78,28.09
2024-08-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.79,30.88,17.12,75.61,0.0,20.31,3.05,6.57,35.99
2024-08-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.41,30.51,18.76,71.65,0.0,13.78,1.76,6.35,32.02
2024-08-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.3,28.92,16.47,68.65,1.62,15.85,2.58,6.6,20.86
2024-08-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.15,31.41,16.49,67.22,5.46,13.9,2.31,6.38,33.96
2024-08-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.35,29.81,16.16,68.83,0.0,17.83,,6.39,25.77
2024-08-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.63,31.61,18.49,77.15,0.0,15.49,2.68,6.08,20.8
2024-08-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.92,32.06,19.47,63.65,0.0,18.6,2.36,6.08,27.47
2024-08-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.08,31.07,17.31,76.19,0.35,13.78,1.72,6.39,31.84
2024-08-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.12,30.04,18.61,73.37,0.0,,2.47,6.64,23.1
2024-08-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.93,31.24,18.17,69.28,0.0,20.26,2.54,6.22,24.64
2024-08-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.71,30.5,16.91,74.1,0.0,17.12,2.07,5.75,33.28
2024-08-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.04,29.71,16.78,73.24,0.0,16.38,1.85,6.35,35.17
2024-08-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.16,29.85,17.53,74.96,11.49,19.18,2.62,6.87,30.75
2024-08-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.13,28.0,15.73,70.98,0.0,19.51,2.33,6.56,24.82
2024-08-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.14,29.15,17.09,69.52,0.0,17.27,2.27,6.61,31.07
2024-08-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.58,30.2,18.54,69.35,1.14,18.56,2.19,6.34,24.34
2024-08-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.26,31.18,18.14,69.83,0.0,12.72,1.77,,31.19
2024-08-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.38,29.95,15.79,67.61,0.0,17.48,2.05,7.11,23.24
2024-08-26,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.56,29.99,18.33,71.65,0.0,20.43,2.49,6.22,21.89
2024-08-27,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.4,31.12,17.64,65.75,8.31,19.75,1.91,6.57,28.0
2024-08-28,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.99,29.8,18.48,84.89,1.29,15.72,2.22,6.57,23.95
2024-08-29,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.99,29.43,16.25,73.17,0.12,18.25,2.14,5.89,24.54
2024-08-30,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.09,31.08,17.43,77.38,0.0,18.07,2.98,6.55,22.77
2024-08-31,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.59,29.37,17.66,69.94,0.0,16.61,1.94,6.43,19.2
2024-09-01,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.89,31.33,18.67,74.58,0.0,19.2,1.87,7.24,23.61
2024-09-02,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.65,30.02,18.34,75.69,0.0,15.84,2.51,6.1,22.62
2024-09-03,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.79,28.15,17.08,68.65,0.0,18.71,2.49,6.22,19.2
2024-09-04,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.96,28.99,18.81,75.65,2.56,16.83,2.55,6.35,33.5
2024-09-05,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.67,27.69,17.05,77.29,0.0,14.99,1.54,6.75,32.81
2024-09-06,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.7,31.36,17.43,74.7,0.0,14.29,1.82,6.26,32.21
2024-09-07,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.13,30.5,16.92,75.73,0.0,17.27,1.63,6.89,27.47
2024-09-08,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.2,30.86,17.2,70.12,0.0,16.78,1.93,5.94,34.75
2024-09-09,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.62,29.35,17.08,80.77,5.49,17.0,2.08,5.96,27.89
2024-09-10,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.84,30.7,17.36,77.16,5.12,17.52,2.04,6.43,29.34
2024-09-11,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,25.88,30.69,18.73,75.23,0.0,17.97,2.31,6.7,35.02
2024-09-12,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.27,30.69,17.73,76.35,6.9,21.57,1.84,6.64,29.22
2024-09-13,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.66,30.4,16.58,74.05,0.0,18.0,2.37,6.02,20.15
2024-09-14,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.82,31.7,16.65,82.05,6.07,20.53,2.22,6.72,28.46
2024-09-15,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.6,31.78,18.6,68.72,0.0,19.06,2.65,6.6,33.95
2024-09-16,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.72,29.33,18.26,76.9,0.0,15.12,1.55,6.65,35.56
2024-09-17,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.89,29.86,18.21,71.58,2.91,19.36,2.69,5.66,23.56
2024-09-18,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,26.03,30.12,17.34,67.61,0.0,17.13,1.64,6.75,30.69
2024-09-19,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.04,30.52,19.93,69.45,0.0,15.48,1.71,6.3,21.92
2024-09-20,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.57,28.48,19.08,67.28,0.0,17.44,1.75,6.49,31.11
2024-09-21,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.04,30.13,17.88,72.13,0.0,19.3,2.08,6.4,21.22
2024-09-22,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,23.3,30.11,18.47,68.91,1.6,17.6,2.71,6.39,33.59
2024-09-23,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,22.88,29.08,17.21,68.48,0.0,18.78,1.11,6.16,25.8
2024-09-24,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.58,32.5,15.9,74.49,0.0,17.86,1.6,6.93,29.33
2024-09-25,Palmira_VAC,Valle del Cauca,caña_de_azúcar,3.51,-76.31,1001,24.89,29.56,19.02,77.72,0.0,17.14,2.39,6.71,29.77
